X	Y	INTENSITY	LAMBDA1	LAMBDA2	V1X	V1Y	V2X	V2Y
21.6667	75.3333	2	4813.05	884.259	0.368032	0.929813	0.929813	-0.368032
17.3333	72.6667	9	10771.5	735.003	0.115471	0.993311	0.993311	-0.115471
27.3333	71.3333	10	10881.5	929.588	0.104507	0.994524	0.994524	-0.104507
27.6667	69	1	4882.61	1427.44	0.356743	0.934203	0.934203	-0.356743
28.3333	80	9	6535.99	442.472	0.122473	-0.992472	-0.992472	-0.122473
24	74.3333	3	8442.59	1133.16	0.102241	0.99476	0.99476	-0.102241
25.6667	82	5	4939.38	815.655	0.356922	0.934134	0.934134	-0.356922
30.3333	82	7	8479.17	416.903	0.125486	-0.992095	-0.992095	-0.125486
26.6667	85	17	6406.89	1264.73	0.187843	0.982199	0.982199	-0.187843
22.6667	81.6667	3	3463.65	606.264	0.650478	0.759525	0.759525	-0.650478
27.6667	76.3333	7	10621.4	385.693	0.105443	-0.994425	-0.994425	-0.105443
24.6667	71.6667	17	11801.7	1115.96	0.146343	0.989234	0.989234	-0.146343
22.6667	69.6667	2	9655.51	956.907	0.205143	0.978732	0.978732	-0.205143
21	84.6667	2	4009.74	601.872	0.706671	0.707542	0.707542	-0.706671
19.6667	91	1	5613.04	954.009	0.100516	0.994935	0.994935	-0.100516
22.6667	88.6667	7	3752.04	1119.16	0.10583	0.994384	0.994384	-0.10583
14.6667	95	10	4769.44	935.499	0.548136	-0.836389	-0.836389	-0.548136
16	92	2	7858.65	106.894	0.0755891	-0.997139	-0.997139	-0.0755891
20.3333	93.6667	6	8329.84	644.571	0.0734159	-0.997301	-0.997301	-0.0734159
16.3333	94.6667	11	7660.12	708.716	0.248125	-0.968728	-0.968728	-0.248125
24	94	10	6868.33	925.878	0.130659	-0.991427	-0.991427	-0.130659
17.3333	90	3	6295.66	628.508	0.039158	-0.999233	-0.999233	-0.039158
29	86.3333	14	9322.87	299.298	0.236213	-0.971701	-0.971701	-0.236213
23.6667	86	11	4510.08	1517.8	0.354239	0.935155	0.935155	-0.354239
30.6667	89.6667	3	13603	1152.96	0.193104	-0.981178	-0.981178	-0.193104
28.3333	88.6667	3	10655.4	950.854	0.0898121	-0.995959	-0.995959	-0.0898121
29	92.6667	16	8562.68	1568.02	0.126979	-0.991905	-0.991905	-0.126979
29.3333	90.3333	5	11036.6	1547.75	0.165313	-0.986241	-0.986241	-0.165313
29.3333	97.3333	5	5069.24	1007.47	0.0294296	0.999567	0.999567	-0.0294296
26.3333	92.6667	18	7779.42	967.424	0.134321	0.990938	0.990938	-0.134321
30.6667	93.3333	11	8521.35	1092.54	0.237113	-0.971482	-0.971482	-0.237113
25.6667	90	1	7464.89	766.315	0.13944	0.990231	0.990231	-0.13944
28.3333	85	17	6584.88	336.886	0.114552	-0.993417	-0.993417	-0.114552
19.3333	95.6667	15	9026.01	243.613	0.210816	-0.977526	-0.977526	-0.210816
31.3333	86.6667	18	8823.77	1102.59	0.139107	-0.990277	-0.990277	-0.139107
16.3333	80	9	7388.86	1050.33	0.337074	0.941478	0.941478	-0.337074
14.3333	68	6	5957.15	2301.13	0.0141859	0.999899	0.999899	-0.0141859
25	96.3333	7	7449.02	421.098	0.248469	-0.96864	-0.96864	-0.248469
8.33333	103.333	2	2831.42	884.139	0.927785	-0.373115	-0.373115	-0.927785
2.66667	99.3333	0	2431.86	157.384	0.97862	-0.205678	-0.205678	-0.97862
2	106	0	159.245	42.861	0.709609	0.704596	0.704596	-0.709609
4.66667	103.333	0	2511.15	280.204	0.983266	-0.182173	-0.182173	-0.983266
4	110	0	258.748	177.939	0.295532	-0.955333	-0.955333	-0.295532
9.33333	98.3333	9	4497.44	2106.55	0.595365	-0.803456	-0.803456	-0.595365
5.66667	97.6667	0	2783.3	1687.77	0.923119	-0.384515	-0.384515	-0.923119
12	99.6667	9	6100.17	414.485	0.155823	-0.987785	-0.987785	-0.155823
12.6667	97.3333	1	5658.09	1181.61	0.233239	-0.972419	-0.972419	-0.233239
13.3333	103	3	4816.11	216.842	0.0996541	-0.995022	-0.995022	-0.0996541
13.3333	101	10	7170.22	287.71	0.016496	-0.999864	-0.999864	-0.016496
11.6667	107.333	5	2254.33	240.169	0.243546	-0.969889	-0.969889	-0.243546
10.3333	105	5	1962.76	196.102	0.235689	-0.971828	-0.971828	-0.235689
15	99.3333	5	8088.26	1017.36	0.146004	-0.989284	-0.989284	-0.146004
10	100	9	4310.63	1335.75	0.69955	-0.714584	-0.714584	-0.69955
11	96.6667	1	4131.01	1132.99	0.400635	-0.916238	-0.916238	-0.400635
11.3333	110.333	3	1872.4	260.938	0.242857	-0.970062	-0.970062	-0.242857
3.33333	121.333	0	3420.09	1645.97	0.733611	0.679569	0.679569	-0.733611
2.66667	125.667	0	5418.34	4059.61	0.626567	-0.779368	-0.779368	-0.626567
1.33333	123.333	0	3376.7	1564.07	0.736715	0.676204	0.676204	-0.736715
5.33333	125.333	11	6898.71	4077.51	0.634929	-0.772571	-0.772571	-0.634929
2.33333	127.667	0	4034.26	2800.34	0.573263	-0.819371	-0.819371	-0.573263
2	116	0	205.049	29.532	0.55467	-0.83207	-0.83207	-0.55467
8	118	0	690.224	368.824	0.454136	-0.890933	-0.890933	-0.454136
8.33333	112	3	878.286	229.796	0.180375	-0.983598	-0.983598	-0.180375
10.3333	116	1	1209.4	390.702	0.258862	-0.965914	-0.965914	-0.258862
4	118	0	290.206	74.7191	0.546071	-0.837739	-0.837739	-0.546071
10.6667	123.667	1	1979.82	396.949	0.595016	-0.803714	-0.803714	-0.595016
8.66667	121.667	3	1955	372.788	0.617411	-0.786641	-0.786641	-0.617411
14	122	1	1523.07	495.64	0.425269	0.905067	0.905067	-0.425269
6.33333	126.667	7	6241.1	819.784	0.6592	-0.751968	-0.751968	-0.6592
14.3333	118	2	1881.97	628.814	0.255276	0.966868	0.966868	-0.255276
6	123	0	3460.16	3109.22	0.574675	0.818382	0.818382	-0.574675
2	112	0	205.049	29.532	0.55467	-0.83207	-0.83207	-0.55467
9	126.333	1	2493.39	209.64	0.647564	-0.762011	-0.762011	-0.647564
15.6667	103.333	2	4791.51	434.736	0.134032	-0.990977	-0.990977	-0.134032
17.3333	101	10	5748.5	551.897	0.205569	-0.978643	-0.978643	-0.205569
17.6667	96.3333	15	7931.87	659.878	0.313561	-0.949568	-0.949568	-0.313561
15.3333	106.667	9	3607.21	166.927	0.344755	-0.938693	-0.938693	-0.344755
16.3333	104.667	1	3387.48	244.319	0.405406	-0.914137	-0.914137	-0.405406
18.6667	104.667	2	3350.54	340.593	0.381993	-0.924165	-0.924165	-0.381993
17.6667	108	6	3746.83	418.123	0.238848	-0.971057	-0.971057	-0.238848
19.3333	99.6667	9	4007.81	729.728	0.247515	-0.968884	-0.968884	-0.247515
16.6667	99	6	6958.14	796.649	0.312801	-0.949819	-0.949819	-0.312801
22.3333	100.667	10	3974.11	518.513	0.0433497	-0.99906	-0.99906	-0.0433497
22.3333	97.3333	14	6099.92	550.596	0.162627	-0.986688	-0.986688	-0.162627
27	98.3333	3	4787.97	987.702	0.138937	-0.990301	-0.990301	-0.138937
24.3333	101.667	3	3373.63	760.982	0.0283706	-0.999597	-0.999597	-0.0283706
22	108	1	4147.09	295.425	0.0883754	-0.996087	-0.996087	-0.0883754
23.6667	108.333	0	4023.59	198.058	0.222023	-0.975041	-0.975041	-0.222023
18.6667	110	3	3095.78	762.553	0.306928	-0.951733	-0.951733	-0.306928
19.6667	106.667	2	3574.82	422.183	0.164836	-0.986321	-0.986321	-0.164836
24.6667	105.333	1	2734.72	714.977	0.0399415	-0.999202	-0.999202	-0.0399415
20	102	5	3051.73	670.985	0.0915755	-0.995798	-0.995798	-0.0915755
20.3333	97	16	6320.82	548.983	0.215748	-0.976449	-0.976449	-0.215748
22.6667	110.667	11	4985.8	278.388	0.155656	-0.987811	-0.987811	-0.155656
20.3333	115	3	3178.1	1055.84	0.256817	-0.96646	-0.96646	-0.256817
21.3333	111.333	7	3791.92	720.124	0.273031	-0.962005	-0.962005	-0.273031
20.3333	122.333	6	2037.15	320.203	0.214195	0.976791	0.976791	-0.214195
21.6667	117.667	2	3632.26	530.937	0.0259371	-0.999664	-0.999664	-0.0259371
23	125	2	2547.62	69.2041	0.0105379	-0.999944	-0.999944	-0.0105379
16.3333	124.333	2	1218.51	213.785	0.438132	0.898911	0.898911	-0.438132
24.3333	115.667	4	5035.71	158.758	0.279478	-0.960152	-0.960152	-0.279478
17	115.333	2	1912.67	1079.11	0.180691	-0.98354	-0.98354	-0.180691
27	112	8	4461.77	112.054	0.345509	-0.938415	-0.938415	-0.345509
29	111	3	2679.93	262.812	0.215102	-0.976592	-0.976592	-0.215102
27.6667	113.667	9	5018.54	116.323	0.297585	-0.954695	-0.954695	-0.297585
25	112.333	10	5187.91	104.679	0.334478	-0.942404	-0.942404	-0.334478
28.6667	121.667	9	2150.27	383.494	0.0795149	-0.996834	-0.996834	-0.0795149
29.3333	114	8	4770.93	97.8126	0.16394	-0.98647	-0.98647	-0.16394
30.3333	116.333	1	4369.94	95.4375	0.137206	-0.990543	-0.990543	-0.137206
28	118	9	3546.52	112.803	0.13677	-0.990603	-0.990603	-0.13677
28.3333	107.333	9	2183.81	719.471	0.0772508	0.997012	0.997012	-0.0772508
26	116.333	3	4881.05	163.402	0.253399	-0.967362	-0.967362	-0.253399
24.3333	111	10	4919.17	124.134	0.262114	-0.965037	-0.965037	-0.262114
26.6667	124.667	3	2799.35	347.741	0.00476311	0.999989	0.999989	-0.00476311
30.6667	112.667	9	3444.78	205.892	0.102385	-0.994745	-0.994745	-0.102385
16	111.667	1	2660.83	445.528	0.475545	-0.879692	-0.879692	-0.475545
14.3333	97	2	5753.36	1525.33	0.366797	-0.930301	-0.930301	-0.366797
14.6667	127.667	4	542.426	307.614	0.99646	0.0840726	0.0840726	-0.99646
29.6667	73	6	10767	1477.69	0.204151	0.978939	0.978939	-0.204151
34.3333	76	17	16908.9	1295.5	0.140117	0.990135	0.990135	-0.140117
32.6667	73.6667	3	11820.5	1075.63	0.30621	0.951964	0.951964	-0.30621
33.6667	79.6667	3	13369.2	540.226	0.0761644	-0.997095	-0.997095	-0.0761644
33.6667	77	14	13628.2	1601.61	0.0211658	0.999776	0.999776	-0.0211658
34.3333	81.3333	5	11727	330.143	0.00321376	-0.999995	-0.999995	-0.00321376
32.6667	84.3333	11	5480.92	728.221	0.0740219	0.997257	0.997257	-0.0740219
36	76.6667	16	19299	1593.93	0.197491	0.980305	0.980305	-0.197491
32	81.6667	5	8781.95	383.729	0.102525	-0.99473	-0.99473	-0.102525
38	75	15	15927.1	1775.8	0.17776	0.984074	0.984074	-0.17776
37.3333	71.3333	7	10999.7	588.538	0.0167974	-0.999859	-0.999859	-0.0167974
38	80.3333	0	7988.65	663.741	0.39888	0.917003	0.917003	-0.39888
36.6667	79	1	13231.5	1560.24	0.19382	0.981037	0.981037	-0.19382
39.6667	80	5	8181.87	435.907	0.45032	0.892867	0.892867	-0.45032
35.6667	81	3	10086.9	279.594	0.045855	-0.998948	-0.998948	-0.045855
39.6667	75.3333	10	10999	2197.03	0.151121	0.988515	0.988515	-0.151121
36.6667	75.3333	14	19126	990.116	0.255872	0.966711	0.966711	-0.255872
34	73.3333	3	14204.1	801.092	0.165214	0.986258	0.986258	-0.165214
37	83.3333	7	2469.82	652.963	0.15628	0.987713	0.987713	-0.15628
33.3333	89	5	9285.67	1231.77	0.0482374	0.998836	0.998836	-0.0482374
32	88.3333	15	12832.7	1249.34	0.0581451	-0.998308	-0.998308	-0.0581451
33.6667	94.6667	11	7217.51	469.204	0.0895752	0.99598	0.99598	-0.0895752
31.3333	94.6667	10	7915.38	691.606	0.0280963	-0.999605	-0.999605	-0.0280963
33	90.6667	0	10920.4	761.155	0.00821574	-0.999966	-0.999966	-0.00821574
34	91.6667	2	6285.28	1191.27	0.0703878	0.99752	0.99752	-0.0703878
35	89.3333	5	4467.41	1231.2	0.189295	0.98192	0.98192	-0.189295
31.6667	91.3333	1	12116.6	1138.34	0.104284	-0.994547	-0.994547	-0.104284
35.6667	83.6667	11	4031.78	607.696	0.123614	0.99233	0.99233	-0.123614
37.6667	87.3333	6	5090.66	807.828	0.164696	0.986344	0.986344	-0.164696
35.3333	90.6667	6	4172.95	1173.19	0.200604	0.979672	0.979672	-0.200604
33	86	11	4720.41	1254.47	0.156364	0.987699	0.987699	-0.156364
37	93	11	5285.3	739.738	0.315993	0.948761	0.948761	-0.315993
38	95.6667	5	6374.46	1111.87	0.14263	0.989776	0.989776	-0.14263
34.3333	96.6667	2	5934.87	1853.07	0.111918	-0.993717	-0.993717	-0.111918
34.6667	93.3333	10	6813.73	853.551	0.129995	0.991515	0.991515	-0.129995
37.3333	91.3333	10	5028.96	738.603	0.332091	0.943247	0.943247	-0.332091
35.3333	88	9	4299.13	1012.61	0.374018	0.927422	0.927422	-0.374018
34.3333	84	14	5776.42	553.751	0.161554	0.986864	0.986864	-0.161554
36	97	7	6353.75	1932.91	0.241162	-0.970485	-0.970485	-0.241162
38.3333	84.6667	9	4452.88	713.078	0.116648	0.993173	0.993173	-0.116648
30.6667	75.3333	3	13347	1435.63	0.0464267	0.998922	0.998922	-0.0464267
45.6667	75.3333	2	2332.8	1215.8	0.457797	-0.889057	-0.889057	-0.457797
41.6667	72.3333	0	6748.34	584.717	0.265123	-0.964215	-0.964215	-0.265123
42.3333	82.3333	7	5488.71	270.311	0.0933638	0.995632	0.995632	-0.0933638
42.6667	78.6667	1	3804.25	524.886	0.041239	-0.999149	-0.999149	-0.041239
44.3333	78	0	3520.51	859.415	0.0715203	-0.997439	-0.997439	-0.0715203
47	82	7	2715.3	525.312	0.190553	0.981677	0.981677	-0.190553
44.6667	71.6667	7	2612.77	756.294	0.518072	-0.855337	-0.855337	-0.518072
40.6667	83	9	4624.04	337.297	0.0852897	0.996356	0.996356	-0.0852897
51	72.3333	3	2354.92	2069.26	0.194511	0.9809	0.9809	-0.194511
47.3333	69	7	2403.82	1104.05	0.42453	-0.905414	-0.905414	-0.42453
56.3333	69	14	7284.52	1081.73	0.0997645	-0.995011	-0.995011	-0.0997645
54	72	3	5819.14	1586.91	0.10536	-0.994434	-0.994434	-0.10536
52	77.6667	13	5438.74	716.227	0.124868	-0.992173	-0.992173	-0.124868
54	74.6667	7	6803.3	662.866	0.168699	-0.985668	-0.985668	-0.168699
55.3333	83.6667	2	3766.93	196.944	0.132797	-0.991143	-0.991143	-0.132797
49.6667	78.3333	9	3585.9	1173.89	0.0250033	0.999687	0.999687	-0.0250033
55	80.3333	6	4814.61	281.215	0.128048	-0.991768	-0.991768	-0.128048
48.6667	75.6667	1	1719.24	1369.88	0.925819	0.377968	0.377968	-0.925819
50.6667	69.3333	1	3112.12	1910.35	0.168257	-0.985743	-0.985743	-0.168257
49.3333	82	6	3394.72	685.227	0.0306135	0.999531	0.999531	-0.0306135
41	90	10	6330.03	496.508	0.115271	0.993334	0.993334	-0.115271
39.3333	89.3333	3	6143.27	563.51	0.165673	0.986181	0.986181	-0.165673
42	95.6667	13	5707.08	1284.1	0.175541	0.984472	0.984472	-0.175541
41	93	1	6033.25	671.543	0.263374	0.964694	0.964694	-0.263374
42	93.6667	1	6751.25	566.276	0.183004	0.983112	0.983112	-0.183004
40	96.6667	3	5285.76	1736.49	0.0372123	0.999307	0.999307	-0.0372123
43	89.3333	2	5156.24	1065.5	0.116839	0.993151	0.993151	-0.116839
39	94	5	6199.27	643.246	0.307313	0.951608	0.951608	-0.307313
49.3333	89	10	2916.95	677.477	0.545852	0.837882	0.837882	-0.545852
45.6667	87.6667	9	4092.99	992.853	0.161154	0.986929	0.986929	-0.161154
45	84.3333	2	5122.91	144.711	0.0365821	0.999331	0.999331	-0.0365821
52.3333	88	9	3073.65	426.656	0.12891	0.991656	0.991656	-0.12891
45.3333	94	5	3712.99	1242.67	0.178175	0.983999	0.983999	-0.178175
48.3333	92.6667	2	2715.68	1200.71	0.489336	0.872096	0.872096	-0.489336
55.6667	92.6667	1	4633.55	726.987	0.262774	0.964858	0.964858	-0.262774
44	96.6667	5	3789.88	1075.81	0.121913	-0.992541	-0.992541	-0.121913
57	97.6667	3	4031.87	367.425	0.0818264	0.996647	0.996647	-0.0818264
43.6667	92	7	4791.71	977.885	0.212648	0.977129	0.977129	-0.212648
52	84.6667	2	4188.94	154.227	0.113914	-0.993491	-0.993491	-0.113914
51	95	7	3037.72	699.44	0.322477	0.946577	0.946577	-0.322477
56	89.3333	9	4716.32	729.327	0.0596389	0.99822	0.99822	-0.0596389
40.6667	77.6667	2	8304.03	1169.44	0.388143	0.921599	0.921599	-0.388143
34.3333	70.3333	5	7756.2	732.749	0.177688	0.984087	0.984087	-0.177688
38.6667	98.3333	6	6092.13	1317.71	0.226905	-0.973917	-0.973917	-0.226905
35.6667	103	0	6449.1	1476.64	0.305246	-0.952274	-0.952274	-0.305246
41.3333	100	2	5438.08	1026.82	0.259643	-0.965705	-0.965705	-0.259643
34	111.667	7	1456.14	323.161	0.286089	0.958203	0.958203	-0.286089
31.3333	107.333	5	2041.97	423.634	0.316895	0.948461	0.948461	-0.316895
39.6667	108.667	7	2367.25	785.576	0.431278	-0.902219	-0.902219	-0.431278
36.6667	111.667	6	1246.53	720.496	0.343057	0.939315	0.939315	-0.343057
38.6667	105	2	5054.39	739.339	0.245724	-0.96934	-0.96934	-0.245724
32.3333	103.333	6	3913.76	1793.22	0.328284	-0.944579	-0.944579	-0.328284
45.3333	106.333	7	2646.42	2078.18	0.414867	-0.909882	-0.909882	-0.414867
42.6667	108.333	7	2504.31	788.752	0.622432	-0.782674	-0.782674	-0.622432
41.3333	112.333	9	4914.03	691.612	0.184625	-0.982809	-0.982809	-0.184625
42.3333	111	10	3279.57	880.444	0.0921609	-0.995744	-0.995744	-0.0921609
45.3333	113.333	3	5709.22	575.939	0.141805	-0.989895	-0.989895	-0.141805
42	114	2	6203.05	951.878	0.0325066	0.999472	0.999472	-0.0325066
45	111	10	3864.76	686.134	0.227686	-0.973735	-0.973735	-0.227686
42	102.333	2	5986.79	784.343	0.276907	-0.960897	-0.960897	-0.276907
36.3333	98.6667	14	8026.66	1821.42	0.29533	-0.955395	-0.955395	-0.29533
38.6667	112.667	1	2685.49	867.408	0.350494	-0.936565	-0.936565	-0.350494
33.3333	116	3	2067.3	407.903	0.122943	0.992414	0.992414	-0.122943
33.3333	113.333	7	1884.33	344.921	0.280011	0.959997	0.959997	-0.280011
35.3333	125	0	2354.47	464.428	0.104457	-0.994529	-0.994529	-0.104457
35	118	1	1662.57	498.152	0.142411	-0.989808	-0.989808	-0.142411
40.3333	120.667	1	4074.7	630.718	0.182472	-0.983211	-0.983211	-0.182472
39	123.667	6	4423.97	240.615	0.00995721	-0.99995	-0.99995	-0.00995721
38.3333	117	2	2976.42	675.366	0.399603	0.916688	0.916688	-0.399603
32	116.333	1	3756.3	160.315	0.0338533	-0.999427	-0.999427	-0.0338533
43	117	10	4909.67	1333.59	0.0422681	0.999106	0.999106	-0.0422681
39.3333	114.333	1	3932.05	1170.14	0.124049	0.992276	0.992276	-0.124049
44	118	10	4009.63	580.327	0.272197	-0.962242	-0.962242	-0.272197
40.6667	118.667	3	3235.44	1268.79	0.0630789	0.998009	0.998009	-0.0630789
45.3333	124.333	10	3230.91	754.761	0.309396	0.950933	0.950933	-0.309396
43.6667	120.333	6	2810.42	305.447	0.412496	-0.91096	-0.91096	-0.412496
45.6667	122	3	3294.46	549.451	0.137363	0.990521	0.990521	-0.137363
43	123.667	10	3777.66	642.159	0.0409473	0.999161	0.999161	-0.0409473
45.6667	117	10	4121.49	609.443	0.287322	-0.957834	-0.957834	-0.287322
42.3333	121.333	3	4373.84	596.516	0.170265	-0.985398	-0.985398	-0.170265
43.3333	115	1	6676.9	766.667	0.11942	0.992844	0.992844	-0.11942
33.3333	122	7	1881.94	447.732	0.231803	-0.972763	-0.972763	-0.231803
45.6667	104	14	3649.93	1911.84	0.206173	-0.978516	-0.978516	-0.206173
32	113.667	9	3476.04	194.618	0.0273383	0.999626	0.999626	-0.0273383
50.3333	100	1	5380.02	1625.92	0.259535	-0.965734	-0.965734	-0.259535
51	98.3333	7	3774.94	972.14	0.243816	0.969821	0.969821	-0.243816
50	108	6	1865.43	1732.88	0.880127	0.474739	0.474739	-0.880127
48.3333	103	6	5232.49	2192.66	0.291404	-0.9566	-0.9566	-0.291404
51.3333	105	2	3745.1	2247.34	0.393746	-0.919219	-0.919219	-0.393746
46.6667	108.333	5	2248.29	1945.56	0.412445	-0.910983	-0.910983	-0.412445
53	100.667	13	9245.27	1543.69	0.13689	-0.990586	-0.990586	-0.13689
46.6667	114.333	2	4535.34	690.493	0.375687	-0.926747	-0.926747	-0.375687
55.6667	101	11	11634.1	158	0.115805	-0.993272	-0.993272	-0.115805
53.6667	99	1	7628.95	901.139	0.0834288	0.996514	0.996514	-0.0834288
56.3333	105.333	3	4673.1	704.316	0.26671	-0.963777	-0.963777	-0.26671
53.6667	104.333	3	7245.74	897.713	0.302277	-0.95322	-0.95322	-0.302277
55.3333	111.667	2	1251.68	382.351	0.556601	0.83078	0.83078	-0.556601
57.3333	108.667	2	1253.1	973.356	0.781541	0.623854	0.623854	-0.781541
56	115	2	2938.13	253.799	0.333649	0.942697	0.942697	-0.333649
52	111	0	1374.71	218.614	0.66078	-0.750579	-0.750579	-0.66078
60	117	6	5710.87	474.786	0.0290741	-0.999577	-0.999577	-0.0290741
54	101.667	13	11663.4	814.601	0.214276	-0.976773	-0.976773	-0.214276
55.3333	99	1	8292.72	442.93	0.0169005	-0.999857	-0.999857	-0.0169005
50.6667	113.667	2	1830.73	495.587	0.244073	-0.969757	-0.969757	-0.244073
47.6667	119.667	9	3414.25	306.943	0.288715	0.957415	0.957415	-0.288715
48.3333	114.333	3	2963.79	665.229	0.432471	-0.901648	-0.901648	-0.432471
50	125	0	4178.71	241.449	0.272639	0.962116	0.962116	-0.272639
49.6667	121.333	3	4432.61	161.77	0.313811	0.949485	0.949485	-0.313811
52	126	1	3543.15	156.914	0.19987	0.979822	0.979822	-0.19987
47.6667	125.667	2	3195.42	493.309	0.391877	0.920018	0.920018	-0.391877
51.6667	120.333	4	3972.52	531.449	0.0269927	-0.999636	-0.999636	-0.0269927
47.3333	117	7	2528.28	605.844	0.284414	-0.958701	-0.958701	-0.284414
55.3333	120	10	5301.34	708.474	0.19028	-0.98173	-0.98173	-0.19028
53.3333	118.333	5	4300.09	568.925	0.0183241	0.999832	0.999832	-0.0183241
57.6667	116.667	5	4493.74	482.329	0.133903	0.990994	0.990994	-0.133903
57	119.333	11	5470.18	524.423	0.123764	-0.992312	-0.992312	-0.123764
55	124	3	2990.37	1488.25	0.00557678	0.999984	0.999984	-0.00557678
55.6667	122	3	4092.14	1240.38	0.409881	-0.912139	-0.912139	-0.409881
57.6667	123	7	4255.21	1248.27	0.272463	-0.962166	-0.962166	-0.272463
56	126.333	2	2684.7	1435.62	0.299611	0.954062	0.954062	-0.299611
58.3333	121.333	9	6027.24	230	0.242138	-0.970242	-0.970242	-0.242138
53	124	1	4184.36	606.504	0.0154835	0.99988	0.99988	-0.0154835
53.3333	116	2	2926.88	142.776	0.23303	0.972469	0.972469	-0.23303
52	129	8	2356.45	490.898	0.117287	0.993098	0.993098	-0.117287
57.6667	74	6	7754.29	231.167	0.202513	-0.97928	-0.97928	-0.202513
48	100.667	2	5418.69	702.735	0.416786	-0.909005	-0.909005	-0.416786
44.6667	99.3333	2	3252.27	699.551	0.441811	-0.897108	-0.897108	-0.441811
41	125.333	7	4026.19	509.038	0.112471	0.993655	0.993655	-0.112471
57.3333	102.667	7	7299.87	600.326	0.177719	-0.984081	-0.984081	-0.177719
31.3333	98.6667	5	5023.01	2107.59	0.132298	-0.99121	-0.99121	-0.132298
39.6667	69.3333	1	5646.04	658.651	0.174212	-0.984708	-0.984708	-0.174212
47.3333	128.333	3	1899.49	479.247	0.36666	0.930355	0.930355	-0.36666
58	10	0	0	0	1	0	0	1
68	2	0	0	0	1	0	0	1
64	10	0	6.283	1.184	0.505549	0.862798	0.862798	-0.505549
62	8	0	0	0	1	0	0	1
68	8	0	6.29583	1.18617	0.506178	0.862429	0.862429	-0.506178
64.3333	17.3333	5	2084.15	388.265	0.213557	0.976931	0.976931	-0.213557
70	4	0	0.014	0.001	0.741311	0.671162	0.671162	-0.741311
64	4	0	0	0	1	0	0	1
82	2	0	0	0	1	0	0	1
70	10	0	100.233	9.66656	0.140361	0.9901	0.9901	-0.140361
76	4	0	0.0162881	0.0137119	1	0	0	1
80	4	0	0.014	0.001	0.741311	-0.671162	-0.671162	-0.741311
74	8	0	94.7268	7.72125	0.119888	0.992787	0.992787	-0.119888
86	2	0	0	0	1	0	0	1
74	2	0	0.014	0.001	0.741311	0.671162	0.671162	-0.741311
80	10.3333	0	2156.92	42.2793	0.35583	0.934551	0.934551	-0.35583
68.6667	16.6667	2	437.589	381.541	0.807797	-0.58946	-0.58946	-0.807797
74	14.3333	3	2367.4	244.008	0.369182	0.929357	0.929357	-0.369182
67	26.3333	6	1312.49	557.116	0.164568	0.986366	0.986366	-0.164568
63.3333	21.6667	3	2160.32	550.636	0.181029	0.983478	0.983478	-0.181029
67.6667	23	2	769.235	585.109	0.690384	0.723443	0.723443	-0.690384
62	34	1	3056.45	309.656	0.195833	0.980637	0.980637	-0.195833
70.6667	20.6667	5	983.402	590.13	0.647962	0.761672	0.761672	-0.647962
70	14	0	360.539	214.547	0.365856	0.930672	0.930672	-0.365856
76.6667	18.3333	2	2290.19	511.145	0.0608503	-0.998147	-0.998147	-0.0608503
80.3333	13.6667	9	3583.63	209.034	0.245987	0.969273	0.969273	-0.245987
80.6667	18.3333	9	2751.65	846.89	0.157305	0.98755	0.98755	-0.157305
74.3333	21	11	1215.98	753.741	0.0293539	0.999569	0.999569	-0.0293539
75	24.6667	4	1191.41	617.86	0.172611	-0.98499	-0.98499	-0.172611
77.3333	26.6667	2	1250.62	258.612	0.320048	-0.947401	-0.947401	-0.320048
70.6667	31	6	1286.13	231.127	0.0664207	-0.997792	-0.997792	-0.0664207
70.6667	27.6667	1	1402.58	525.768	0.130764	0.991413	0.991413	-0.130764
80.6667	25	3	1371.71	569.853	0.0276604	0.999617	0.999617	-0.0276604
76.3333	15.6667	2	3693.87	408.607	0.258228	0.966084	0.966084	-0.258228
76	10.3333	0	2102.29	43.9417	0.360051	0.932932	0.932932	-0.360051
77	31.6667	1	802.501	360.056	0.0442996	0.999018	0.999018	-0.0442996
82	8	0	150.637	4.76408	0.153649	0.988125	0.988125	-0.153649
62	29.3333	2	1424.76	368.891	0.0209317	0.999781	0.999781	-0.0209317
86	8	0	150.875	4.87744	0.154666	0.987967	0.987967	-0.154666
92	2	0	0.339	0.027	0.677479	0.735542	0.735542	-0.677479
86	14	3	1205.17	263.371	0.625481	0.780239	0.780239	-0.625481
88	10	0	175.887	30.6159	0.129791	0.991541	0.991541	-0.129791
88	16	2	1110.83	235.122	0.681672	0.731658	0.731658	-0.681672
82.3333	15.3333	1	2480.98	530.298	0.303811	0.952732	0.952732	-0.303811
92	8	1	29.181	22.183	0.624226	-0.781244	-0.781244	-0.624226
88	4	0	0.339	0.027	0.677479	0.735542	0.735542	-0.677479
98	2	0	0.213	0.034	0.263349	0.964701	0.964701	-0.263349
100	4	0	21.6712	1.81886	0.72717	0.686458	0.686458	-0.72717
94	4	0	0.526636	0.0863637	0.543914	0.839141	0.839141	-0.543914
100	10	0	431.626	166.215	0.902907	0.429837	0.429837	-0.902907
98	8	0	240.329	12.8243	0.687819	0.725882	0.725882	-0.687819
